	smiles	torsion_atom_ids	angles	energy	method	basis	program	molid
69	[H]c1c([n:1][c:2](nc1[H])[C:3]2=[N:4]C(=C(N2[H])[H])[H])[H]	(7, 3, 6, 9)	[0, -15, 15, -30, 30, -45, 45, -60, 60, -75, 75, -90, 90, -105, 105, -120, 120, -135, 135, -150, 150, -165, 165, 180]	[-489.4378061034105, -489.43707605469837, -489.43707605522826, -489.43495266285004, -489.43495266069215, -489.4316323668924, -489.43163236809653, -489.42766157174145, -489.42766158661186, -489.4241493843504, -489.4241494203048, -489.42264592427654, -489.42264594297, -489.42411731113197, -489.424117344976, -489.4275199685747, -489.4275199581169, -489.43140416274537, -489.43140523119604, -489.4347831556244, -489.4347828650551, -489.43702249045134, -489.43702244875413, -489.43780536208044]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_69
70	[H]C1=C(C(=O)[N:1]([C:2](=C1[H])[C:3]2=C(C(=C([O:4]2)[H])[H])[H])[H])[H]	(9, 6, 7, 11)	[0, 180, -165, -15, 15, 165, -150, -30, 30, 150, -135, -45, 45, 135, -120, -60, 60, 120, -105, -75, 75, 105, -90, 90]	[-552.4558000311935, -552.4545714681404, -552.4543032238038, -552.4554322263742, -552.455432198076, -552.4543032446127, -552.4532244754641, -552.454222939885, -552.4542229292874, -552.4532241479958, -552.4512470785504, -552.4521685772928, -552.4521685736269, -552.4512480027015, -552.4488493919928, -552.4496151558282, -552.4496151580258, -552.4488501165398, -552.4468647990428, -552.4473026240535, -552.4473036229023, -552.4468646563403, -552.4461982951503, -552.446198116499]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_70
71	[H]c1c([c:1]([c:2](c(c1[H])[H])[c:3]2c(c(c(c([n:4]2)[H])[H])[H])[H])[H])[H]	(5, 9, 10, 11)	[60, 45, 75, 30, 90, 15, 105, 0, 120, -15, 135, -30, 150, -45, 165, -60, 180, -165, -75, -150, -90, -135, -105, -120]	[-479.41922207965223, -479.4214270535844, -479.4169905581657, -479.42270394417545, -479.4160052441573, -479.4228564203898, -479.41694861109505, -479.42264111113093, -479.419207567571, -479.4228564663856, -479.4214450874317, -479.42270371138494, -479.4227145259066, -479.42142602964117, -479.4228529034171, -479.4192216268482, -479.42264021204596, -479.4228524203347, -479.4169909272363, -479.42271354837555, -479.4160054316877, -479.42144537504623, -479.4169492719956, -479.41920767887234]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_71
72	[H]C1=C(C(=O)[N:1]([C:2](=C1[H])[N:3]2[C:4](=C(C(=C2[H])[H])[H])[H])[H])[H]	(9, 7, 10, 5)	[180, -165, 165, -150, 150, -135, 135, -120, 120, -105, 105, -90, 90, -75, 75, -60, 60, -45, 45, -30, 30, -15, 15, 0]	[-532.5811429587473, -532.5825268296659, -532.5825268180106, -532.5836344125066, -532.5836328591095, -532.5835128662915, -532.583513017231, -532.5824416232144, -532.5824419084726, -532.5810590422954, -532.5810578056801, -532.5802054209398, -532.5802052508853, -532.5809551864405, -532.5809561988222, -532.5824937211246, -532.582494167, -532.5835692635295, -532.5835704016412, -532.5835874227736, -532.5835876724971, -532.5824835128064, -532.5824836406593, -532.5811428677496]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_72
73	[H]C1=C(C(=O)[N:4]([C:3](=C1[H])[C:2]2=C(SC(=[C:1]2[H])[H])[H])[H])[H]	(3, 6, 7, 9)	[-30, 150, -45, -15, 135, 165, -60, 0, 120, 180, -165, -75, 15, 105, -150, -90, 30, 90, -135, -105, 45, 75, -120, 60]	[-875.3950920752775, -875.395558489973, -875.3948430061835, -875.3942834177593, -875.394838120559, -875.3952202126932, -875.3935914051062, -875.3935445735895, -875.3933180516182, -875.3946622417081, -875.3952204174477, -875.3920366760517, -875.3942845721035, -875.3918172199863, -875.3955581494096, -875.3912410923186, -875.3950916776357, -875.3912410584912, -875.3948380828832, -875.3918169826444, -875.394843054424, -875.3920366559884, -875.3933180160153, -875.3935921115271]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_73
74	[H]c1c([n:1][c:2](nc1[H])[C:3]2=C(C(=C([N:4]2C([H])([H])[H])[H])[H])[H])[H]	(9, 3, 7, 11)	[120, 105, 135, 90, 150, 75, 165, 60, 180, -165, 45, -150, 30, -135, 15, -120, 0, -105, -15, -90, -30, -75, -45, -60]	[-512.6975705699683, -512.6938987212149, -512.7015278929163, -512.692170323764, -512.7047459376413, -512.6938554357306, -512.7067136369725, -512.6977653025284, -512.707355156956, -512.7067136839269, -512.7018692133214, -512.7047463897627, -512.7049993702775, -512.7015291652756, -512.7067902429588, -512.6975710291528, -512.7073553590288, -512.6938982715296, -512.7067902948147, -512.6921702180255, -512.7049993599278, -512.6938523054991, -512.7018676588634, -512.6977637989172]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_74
75	[H]c1c([c:1]([c:2](c(c1[H])[H])[c:3]2c(nc(n[n:4]2)[H])[H])[H])[H]	(3, 7, 8, 11)	[60, 45, 75, 30, 90, 15, 105, 0, 120, -15, 135, -30, 150, -45, 165, -60, 180, -165, -75, -150, -90, -135, -105, -120]	[-511.46332382742986, -511.4654624671494, -511.4611250080676, -511.46663908739885, -511.46013230011664, -511.46667593141785, -511.4610653229463, -511.4663862581884, -511.46328798073887, -511.46667546058626, -511.4654673233067, -511.46663893421265, -511.46664483427446, -511.4654632518323, -511.4666703827741, -511.4633235528516, -511.4663868990563, -511.4666714740562, -511.46112498674256, -511.46664530677566, -511.46013231841727, -511.46546562658483, -511.46106575957236, -511.4632882840246]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_75
76	[H]C1=C(C(=O)[N:1]([C:2](=C1[H])[C:3]2=C(C(=C([S:4]2)[H])[H])[H])[H])[H]	(9, 6, 7, 11)	[-30, 150, -45, -15, 135, 165, -60, 0, 120, 180, -165, -75, 15, 105, -150, -90, 30, 90, -135, -105, 45, 75, -120, 60]	[-875.3950375897232, -875.3957456132096, -875.3946158257911, -875.3945322012158, -875.395007697569, -875.3955313480626, -875.3932582666207, -875.3940257718249, -875.3934518499816, -875.3951735698879, -875.3955340643353, -875.3916859691695, -875.3945323609561, -875.3917933899934, -875.3957456474718, -875.3910008480669, -875.3950375224887, -875.3910013950702, -875.3950074451388, -875.3917937102499, -875.3946160321104, -875.3916857306832, -875.3934519603396, -875.3932577169088]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_76
77	[H]C1=C(C(=O)[N:4]([C:3](=C1[H])[C:2]2=C(C(=C([N:1]2[H])[H])[H])[H])[H])[H]	(9, 6, 7, 10)	[-30, 150, -45, -15, 135, 165, -60, 0, 120, 180, -165, -75, 15, 105, -150, -90, 30, 90, -135, -105, 45, 75, -120, 60]	[-532.5946040048135, -532.5963842375272, -532.593850492806, -532.5939892587551, -532.5951924017477, -532.5963841652714, -532.5921099930713, -532.5925778403893, -532.5930926927324, -532.59591510759, -532.5963845375985, -532.5903257073154, -532.5939892277715, -532.5909177791788, -532.5963837675207, -532.5897270320277, -532.5946041311933, -532.5897270091649, -532.5951918922821, -532.5909181447607, -532.5938504251875, -532.5903259012833, -532.5930929339087, -532.592110861495]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_77
78	[H]c1c([c:1]([c:2](c(c1[H])[H])[c:3]2[c:4](c(nc(c2[H])[H])[H])[H])[H])[H]	(3, 9, 10, 5)	[30, 15, 45, 0, 60, -15, 75, -30, 90, -45, 105, -60, 120, -75, 135, -90, 150, -105, 165, -120, 180, -165, -135, -150]	[-479.4215945460141, -479.42030199320766, -479.4215700291661, -479.4192273529245, -479.4202764911279, -479.4203019884557, -479.41864520380307, -479.4215939993625, -479.41789655354296, -479.4215709020245, -479.41865183907646, -479.42027675403796, -479.4202957241565, -479.41864608028175, -479.4215742066936, -479.4178970335018, -479.42159619259166, -479.41865223400106, -479.42029871880146, -479.4202955491294, -479.4192267423025, -479.4202988458089, -479.42157434792546, -479.4215962281215]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_78
79	[H]c1c([c:1]([c:2](c(c1[H])[H])[c:3]2[c:4](nc(nc2[H])[H])[H])[H])[H]	(3, 8, 9, 5)	[30, 15, 45, 0, 60, -15, 75, -30, 90, -45, 105, -60, 120, -75, 135, -90, 150, -105, 165, -120, 180, -165, -135, -150]	[-495.46289448607683, -495.46140303768925, -495.4630810376004, -495.4601709323615, -495.4619795535064, -495.46140313348866, -495.46049080637005, -495.46289412485766, -495.45977642166037, -495.4630820070694, -495.4604968711481, -495.4619792482024, -495.4619923248626, -495.4604906964134, -495.4630840263596, -495.45977663266603, -495.4628976007837, -495.4604967565679, -495.46139890968124, -495.4619943987219, -495.4601712326041, -495.4613989746373, -495.4630828345048, -495.46289718170027]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_79
80	[H]C1=C(C(=O)[N:4]([C:3](=C1[H])[C:2]2=C(OC(=[C:1]2[H])[H])[H])[H])[H]	(3, 6, 7, 9)	[0, 180, -165, -15, 15, 165, -150, -30, 30, 150, -135, -45, 45, 135, -120, -60, 60, 120, -105, -75, 75, 105, -90, 90]	[-552.4507778897186, -552.4514356283016, -552.4516947197352, -552.4511944004416, -552.4511944266068, -552.4516949802431, -552.4516774655145, -552.4515780746301, -552.4515780529988, -552.451677742974, -552.450809800355, -552.451127123436, -552.4511276141135, -552.4508102410182, -552.4493771112734, -552.4498643233304, -552.4498644584395, -552.4493769685789, -552.4480271304553, -552.448386431024, -552.4483873052347, -552.4480269618194, -552.447577389262, -552.4475767313752]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_80
81	[H]c1c([n:1][c:2](nc1[H])[C:3]2=C(C(=C(C(=O)[N:4]2[H])[H])[H])[H])[H]	(9, 3, 7, 11)	[180, -165, 165, -150, 150, -135, 135, -120, 120, -105, 105, -90, 90, -75, 75, -60, 60, -45, 45, -30, 30, -15, 15, 0]	[-586.7643986293348, -586.7634273876308, -586.7634273807423, -586.7607019806778, -586.7607019852829, -586.7567527612222, -586.7567527697463, -586.7525216134092, -586.7525215787821, -586.7492469819517, -586.749246940912, -586.7479844495041, -586.7479846922582, -586.749165015635, -586.7491650485957, -586.7523565618784, -586.7523563687735, -586.7565345003254, -586.7565345069963, -586.7605508164506, -586.7605510281954, -586.7633802433681, -586.7633802471125, -586.7643991928643]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_81
82	[H]c1c([c:1]([c:2](c(c1[H])[H])[c:3]2c(c(nc([n:4]2)[H])[H])[H])[H])[H]	(3, 8, 9, 11)	[120, 105, 135, 90, 150, 75, 165, 60, 180, -165, 45, -150, 30, -135, 15, -120, 0, -105, -15, -90, -30, -75, -45, -60]	[-495.46233774902305, -495.45994043591895, -495.46475271721647, -495.45893139875557, -495.46623437854066, -495.45998430828644, -495.4665872455978, -495.4623420900748, -495.4664891928079, -495.4665881043624, -495.4647321226088, -495.4662348157723, -495.4662227657669, -495.46475257295475, -495.4665885669129, -495.46233754248414, -495.46648865185387, -495.4599405182035, -495.46658840084103, -495.4589306087264, -495.46622308042686, -495.45998426054274, -495.4647319949904, -495.46234232901026]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_82
83	[H]c1c([n:1][c:2](nc1[H])[N:3]2[C:4](=C(C(=C2[H])[H])[H])[H])[H]	(8, 3, 10, 6)	[180, -165, 165, -150, 150, -135, 135, -120, 120, -105, 105, -90, 90, -75, 75, -60, 60, -45, 45, -30, 30, -15, 15, 0]	[-473.38517275679004, -473.38439452134, -473.38439451173144, -473.38212862412547, -473.3821286133069, -473.3786147081349, -473.3786143509907, -473.37432038643595, -473.3743206100434, -473.36998183497167, -473.36998185589346, -473.36718253933316, -473.36718278027917, -473.36995813272233, -473.369958360694, -473.3743563122387, -473.3743564204448, -473.37872230442963, -473.37872237492553, -473.3822229170383, -473.38222133963154, -473.3844265313329, -473.3844265361476, -473.38517444829006]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_83
84	[H]c1c([c:1]([c:2](c(c1[H])[H])[c:3]2[c:4](c(c(nc2[H])[H])[H])[H])[H])[H]	(4, 9, 10, 6)	[-30, -45, -15, -60, 0, -75, 15, -90, 30, -105, 45, -120, 60, -135, 75, -150, 90, -165, 105, 120, 180, 135, 165, 150]	[-479.4206680601845, -479.4208482999627, -479.419105752787, -479.419703338636, -479.4177842609931, -479.4181533604631, -479.4191051553131, -479.4174222894613, -479.4206678467531, -479.41814684976777, -479.4208475368575, -479.41970775495287, -479.41970311634515, -479.4208478257721, -479.4181537654157, -479.42067026093906, -479.41742353683014, -479.4190941401853, -479.41814654434916, -479.41970769447806, -479.4177842590249, -479.42084781615415, -479.419094060264, -479.42067008641925]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_84
85	[H]c1c([c:1]([c:2](c(c1[H])[H])[c:3]2c(c(c(n[n:4]2)[H])[H])[H])[H])[H]	(4, 8, 9, 11)	[120, 105, 135, 90, 150, 75, 165, 60, 180, -165, 45, -150, 30, -135, 15, -120, 0, -105, -15, -90, -30, -75, -45, -60]	[-495.4246693648857, -495.4224437538766, -495.4268498221876, -495.4214969928976, -495.4280155172042, -495.4224832852074, -495.42803146216863, -495.4246839739419, -495.42776377879426, -495.42803147111954, -495.42683073795735, -495.4280157899545, -495.42800684882206, -495.42685085873296, -495.42803633566655, -495.42466948352836, -495.4277638756905, -495.4224433542759, -495.4280359596152, -495.42149696022295, -495.42800698666696, -495.4224822334489, -495.4268313393811, -495.42468462936506]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_85
86	[H]c1c([c:1]([c:2](c(c1[H])[H])[C:3]2=C(C(=C(C(=O)[N:4]2[H])[H])[H])[H])[H])[H]	(3, 5, 9, 11)	[60, 45, 75, 30, 90, 15, 105, 0, 120, -15, 135, -30, 150, -45, 165, -60, 180, -165, -75, -150, -90, -135, -105, -120]	[-554.6744616169459, -554.6757756855012, -554.6728956499211, -554.6758573307012, -554.6722182815347, -554.6745425573137, -554.6729400024648, -554.6732850307023, -554.6744928046584, -554.6745420730324, -554.6757788325874, -554.6758576159758, -554.6758591085753, -554.6757765250147, -554.6745328001269, -554.6744617338709, -554.6732850592393, -554.6745327610276, -554.6728955592187, -554.6758591019666, -554.6722181600537, -554.6757782537323, -554.6729397047092, -554.6744928155873]	b3lyp-d3bj	dzvp	psi4	Rowely_mol_86
